{ -> data: Probability = 0.00, Count = 1
. -> 5: Probability = 0.03, Count = 2
. -> .: Probability = 0.19, Count = 14
. -> 0: Probability = 0.09, Count = 7
. -> 14159265359: Probability = 0.01, Count = 1
. -> 21: Probability = 0.03, Count = 2
. -> 07: Probability = 0.03, Count = 2
. -> 71: Probability = 0.03, Count = 2
. -> col: Probability = 0.01, Count = 1
. -> +: Probability = 0.01, Count = 1
. -> ;: Probability = 0.05, Count = 4
. -> ): Probability = 0.03, Count = 2
. -> for: Probability = 0.03, Count = 2
. -> *: Probability = 0.04, Count = 3
. -> erff: Probability = 0.01, Count = 1
. -> {: Probability = 0.03, Count = 2
. -> i: Probability = 0.01, Count = 1
. -> =: Probability = 0.05, Count = 4
. -> 114: Probability = 0.01, Count = 1
. -> r: Probability = 0.01, Count = 1
. -> 499: Probability = 0.03, Count = 2
. -> 169: Probability = 0.01, Count = 1
. -> 299: Probability = 0.01, Count = 1
. -> 587: Probability = 0.01, Count = 1
. -> 331: Probability = 0.01, Count = 1
. -> 1: Probability = 0.01, Count = 1
. -> [: Probability = 0.01, Count = 1
. -> 975f: Probability = 0.01, Count = 1
. -> 668311119f: Probability = 0.01, Count = 1
. -> float: Probability = 0.01, Count = 1
. -> int: Probability = 0.01, Count = 1
. -> (: Probability = 0.03, Count = 2
. -> 402: Probability = 0.01, Count = 1
. -> 772: Probability = 0.01, Count = 1
squareSerial -> squareKernel: Probability = 1.00, Count = 1
pow -> (: Probability = 0.67, Count = 2
pow -> =: Probability = 0.33, Count = 1
doubleArrayVectorAdd_cpu -> __global__: Probability = 0.50, Count = 1
doubleArrayVectorAdd_cpu -> doubleArrayVectorAddKernel: Probability = 0.50, Count = 1
d_in_a -> [: Probability = 0.50, Count = 1
d_in_a -> d_in_a: Probability = 0.50, Count = 1
d_in_b -> [: Probability = 0.50, Count = 1
d_in_b -> d_in_b: Probability = 0.50, Count = 1
cols -> +: Probability = 0.09, Count = 3
cols -> cols: Probability = 0.17, Count = 6
cols -> y: Probability = 0.06, Count = 2
cols -> rows: Probability = 0.06, Count = 2
cols -> 1: Probability = 0.03, Count = 1
cols -> long: Probability = 0.14, Count = 5
cols -> i: Probability = 0.14, Count = 5
cols -> ;: Probability = 0.17, Count = 6
cols -> depth: Probability = 0.06, Count = 2
cols -> *: Probability = 0.09, Count = 3
row -> row: Probability = 0.51, Count = 35
row -> ;: Probability = 0.03, Count = 2
row -> *: Probability = 0.17, Count = 12
row -> [: Probability = 0.01, Count = 1
row -> {: Probability = 0.01, Count = 1
row -> std: Probability = 0.01, Count = 1
row -> ): Probability = 0.04, Count = 3
row -> .: Probability = 0.01, Count = 1
row -> Row: Probability = 0.01, Count = 1
row -> <: Probability = 0.01, Count = 1
row -> width: Probability = 0.01, Count = 1
row -> =: Probability = 0.03, Count = 2
row -> N: Probability = 0.03, Count = 2
row -> K: Probability = 0.01, Count = 1
row -> pixel: Probability = 0.01, Count = 1
row -> 0e: Probability = 0.01, Count = 1
row -> %: Probability = 0.01, Count = 1
row -> +: Probability = 0.01, Count = 1
row -> filters: Probability = 0.01, Count = 1
rows -> rows: Probability = 0.47, Count = 8
rows -> +: Probability = 0.41, Count = 7
rows -> size2d: Probability = 0.12, Count = 2
col -> col: Probability = 0.60, Count = 33
col -> ]: Probability = 0.11, Count = 6
col -> =: Probability = 0.07, Count = 4
col -> row: Probability = 0.11, Count = 6
col -> :: Probability = 0.02, Count = 1
col -> -: Probability = 0.02, Count = 1
col -> <: Probability = 0.02, Count = 1
col -> *: Probability = 0.02, Count = 1
col -> +: Probability = 0.02, Count = 1
col -> height: Probability = 0.02, Count = 1
fill_matrix -> fill_matrix: Probability = 1.00, Count = 1
tx -> ]: Probability = 0.14, Count = 2
tx -> tx: Probability = 0.21, Count = 3
tx -> %: Probability = 0.07, Count = 1
tx -> i: Probability = 0.07, Count = 1
tx -> ): Probability = 0.14, Count = 2
tx -> =: Probability = 0.14, Count = 2
tx -> (: Probability = 0.14, Count = 2
tx -> [: Probability = 0.07, Count = 1
even_inc -> even_inc: Probability = 0.50, Count = 1
even_inc -> ;: Probability = 0.50, Count = 1
evenoddincrement_cpu -> __global__: Probability = 0.50, Count = 1
evenoddincrement_cpu -> evenoddincrement: Probability = 0.50, Count = 1
g_data -> [: Probability = 0.67, Count = 2
g_data -> g_data: Probability = 0.33, Count = 1
else -> {: Probability = 0.09, Count = 3
else -> input: Probability = 0.03, Count = 1
else -> else: Probability = 0.56, Count = 19
else -> [: Probability = 0.06, Count = 2
else -> counts: Probability = 0.03, Count = 1
else -> ): Probability = 0.03, Count = 1
else -> out_index: Probability = 0.03, Count = 1
else -> temp: Probability = 0.09, Count = 3
else -> step: Probability = 0.03, Count = 1
else -> filters_diff: Probability = 0.03, Count = 1
else -> *: Probability = 0.03, Count = 1
odd_inc -> odd_inc: Probability = 1.00, Count = 2
copy_cpu -> copy_kernel: Probability = 1.00, Count = 1
id -> ]: Probability = 0.23, Count = 11
id -> id: Probability = 0.51, Count = 24
id -> int: Probability = 0.02, Count = 1
id -> [: Probability = 0.04, Count = 2
id -> *: Probability = 0.04, Count = 2
id -> =: Probability = 0.06, Count = 3
id -> i1: Probability = 0.02, Count = 1
id -> ;: Probability = 0.04, Count = 2
id -> minw: Probability = 0.02, Count = 1
base -> +: Probability = 0.17, Count = 8
base -> base: Probability = 0.75, Count = 36
base -> *: Probability = 0.02, Count = 1
base -> >: Probability = 0.02, Count = 1
base -> width: Probability = 0.02, Count = 1
base -> top_data: Probability = 0.02, Count = 1
85 -> ;: Probability = 1.00, Count = 1
prA -> [: Probability = 0.67, Count = 2
prA -> prA: Probability = 0.33, Count = 1
num_nodes -> num_nodes: Probability = 1.00, Count = 2
prB -> prB: Probability = 0.50, Count = 1
prB -> [: Probability = 0.50, Count = 1
clearLabel -> clearLabel: Probability = 1.00, Count = 1
Tau -> [: Probability = 0.75, Count = 3
Tau -> Tau: Probability = 0.25, Count = 1
dia -> dia: Probability = 0.50, Count = 2
dia -> <: Probability = 0.25, Count = 1
dia -> >: Probability = 0.25, Count = 1
N_mobil -> N_mobil: Probability = 1.00, Count = 4
delay_kernel_cpu -> delay_kernel: Probability = 1.00, Count = 1
heap -> heap: Probability = 1.00, Count = 2
numBlock -> numBlock: Probability = 0.75, Count = 3
numBlock -> =: Probability = 0.25, Count = 1
heapPtr -> heapPtr: Probability = 1.00, Count = 2
resetHeap_cpu -> __global__: Probability = 0.50, Count = 1
resetHeap_cpu -> resetHeapKernel: Probability = 0.50, Count = 1
pow_cpu -> pow_kernel: Probability = 1.00, Count = 1
d_acts -> [: Probability = 0.67, Count = 2
d_acts -> d_acts: Probability = 0.33, Count = 1
expf -> (: Probability = 1.00, Count = 1
un_idx -> un_idx: Probability = 0.25, Count = 1
un_idx -> ]: Probability = 0.25, Count = 1
un_idx -> threadIdx: Probability = 0.25, Count = 1
un_idx -> __syncthreads: Probability = 0.25, Count = 1
kComputeActs -> kComputeActs: Probability = 1.00, Count = 1
d_nets -> d_nets: Probability = 1.00, Count = 1
0f -> /: Probability = 0.10, Count = 1
0f -> +: Probability = 0.10, Count = 1
0f -> ?: Probability = 0.20, Count = 2
0f -> int: Probability = 0.10, Count = 1
0f -> outputScore: Probability = 0.10, Count = 1
0f -> 0f: Probability = 0.10, Count = 1
0f -> *: Probability = 0.10, Count = 1
0f -> j: Probability = 0.10, Count = 1
0f -> for: Probability = 0.10, Count = 1
tact -> =: Probability = 1.00, Count = 1
j -> *: Probability = 0.05, Count = 8
j -> column: Probability = 0.01, Count = 1
j -> +: Probability = 0.09, Count = 14
j -> <: Probability = 0.06, Count = 9
j -> =: Probability = 0.13, Count = 20
j -> ]: Probability = 0.13, Count = 20
j -> {: Probability = 0.01, Count = 1
j -> j: Probability = 0.24, Count = 38
j -> &: Probability = 0.02, Count = 3
j -> i: Probability = 0.03, Count = 5
j -> ;: Probability = 0.04, Count = 6
j -> >: Probability = 0.01, Count = 1
j -> 1: Probability = 0.02, Count = 3
j -> for: Probability = 0.01, Count = 1
j -> ): Probability = 0.06, Count = 10
j -> p: Probability = 0.01, Count = 2
j -> size_block: Probability = 0.01, Count = 1
j -> (: Probability = 0.01, Count = 2
j -> .: Probability = 0.01, Count = 1
j -> int: Probability = 0.01, Count = 2
j -> aux: Probability = 0.01, Count = 1
j -> norm_val: Probability = 0.01, Count = 1
j -> vec: Probability = 0.01, Count = 2
j -> /: Probability = 0.01, Count = 1
j -> vec1: Probability = 0.01, Count = 1
j -> stride: Probability = 0.01, Count = 1
j -> d: Probability = 0.01, Count = 1
j -> minh: Probability = 0.01, Count = 1
transposed -> [: Probability = 0.50, Count = 1
transposed -> transposed: Probability = 0.50, Count = 1
transpositionCPU -> transposeNaive: Probability = 1.00, Count = 1
outArray -> outArray: Probability = 1.00, Count = 2
compute_array_square -> compute_array_square: Probability = 1.00, Count = 1
sum -> sum: Probability = 0.33, Count = 7
sum -> +: Probability = 0.14, Count = 3
sum -> 0: Probability = 0.10, Count = 2
sum -> .: Probability = 0.05, Count = 1
sum -> float: Probability = 0.05, Count = 1
sum -> A: Probability = 0.05, Count = 1
sum -> =: Probability = 0.19, Count = 4
sum -> pValue: Probability = 0.05, Count = 1
sum -> *: Probability = 0.05, Count = 1
testInt1_cpu -> __global__: Probability = 0.50, Count = 1
testInt1_cpu -> testInt1: Probability = 0.50, Count = 1
4 -> 4: Probability = 0.71, Count = 48
4 -> .: Probability = 0.03, Count = 2
4 -> 1: Probability = 0.03, Count = 2
4 -> +: Probability = 0.07, Count = 5
4 -> ]: Probability = 0.06, Count = 4
4 -> ;: Probability = 0.01, Count = 1
4 -> 2: Probability = 0.01, Count = 1
4 -> tid: Probability = 0.03, Count = 2
4 -> float: Probability = 0.01, Count = 1
4 -> *: Probability = 0.01, Count = 1
4 -> >: Probability = 0.01, Count = 1
3000 -> 3000: Probability = 1.00, Count = 1
g_in -> [: Probability = 0.50, Count = 1
g_in -> g_in: Probability = 0.50, Count = 1
g_out -> [: Probability = 0.50, Count = 1
g_out -> g_out: Probability = 0.50, Count = 1
inner_reps -> ;: Probability = 0.50, Count = 1
inner_reps -> inner_reps: Probability = 0.50, Count = 1
incKernel -> incKernel: Probability = 1.00, Count = 1
inputs -> prob: Probability = 1.00, Count = 1
rand -> [: Probability = 0.50, Count = 1
rand -> rand: Probability = 0.50, Count = 1
probability -> ): Probability = 1.00, Count = 1
forward_dropout_layer -> forward_dropout_layer: Probability = 1.00, Count = 1
boundaryCorrectIndexes_cpu -> __global__: Probability = 0.50, Count = 1
boundaryCorrectIndexes_cpu -> boundaryCorrectIndexesKernel: Probability = 0.50, Count = 1
twod1 -> -: Probability = 0.25, Count = 1
twod1 -> twod1: Probability = 0.50, Count = 2
twod1 -> ): Probability = 0.25, Count = 1
twod -> twod: Probability = 0.67, Count = 2
twod -> -: Probability = 0.33, Count = 1
upsweep_scan -> upsweep_scan: Probability = 1.00, Count = 1
aRS -> [: Probability = 0.50, Count = 1
aRS -> aRS: Probability = 0.50, Count = 1
height -> size: Probability = 0.08, Count = 2
height -> height: Probability = 0.76, Count = 19
height -> *: Probability = 0.04, Count = 1
height -> ): Probability = 0.04, Count = 1
height -> <: Probability = 0.04, Count = 1
height -> %: Probability = 0.04, Count = 1
5 -> *: Probability = 0.15, Count = 2
5 -> 0: Probability = 0.15, Count = 2
5 -> .: Probability = 0.08, Count = 1
5 -> ;: Probability = 0.08, Count = 1
5 -> 5: Probability = 0.38, Count = 5
5 -> ]: Probability = 0.08, Count = 1
5 -> preW: Probability = 0.08, Count = 1
char -> char: Probability = 0.69, Count = 45
char -> ;: Probability = 0.03, Count = 2
char -> ): Probability = 0.11, Count = 7
char -> grayValue: Probability = 0.02, Count = 1
char -> gray: Probability = 0.02, Count = 1
char -> R: Probability = 0.02, Count = 1
char -> G: Probability = 0.02, Count = 1
char -> .: Probability = 0.02, Count = 1
char -> bit4: Probability = 0.02, Count = 1
char -> bit3: Probability = 0.02, Count = 1
char -> bit5: Probability = 0.02, Count = 1
char -> bit0: Probability = 0.02, Count = 1
char -> bit2: Probability = 0.02, Count = 1
char -> bit1: Probability = 0.02, Count = 1
aImg1 -> blockIdx: Probability = 0.33, Count = 1
aImg1 -> [: Probability = 0.33, Count = 1
aImg1 -> aR1: Probability = 0.33, Count = 1
Blend_CPU -> Blending_Kernel: Probability = 1.00, Count = 1
width -> size: Probability = 0.01, Count = 1
width -> width: Probability = 0.57, Count = 57
width -> *: Probability = 0.07, Count = 7
width -> +: Probability = 0.10, Count = 10
width -> [: Probability = 0.01, Count = 1
width -> ;: Probability = 0.07, Count = 7
width -> 1: Probability = 0.03, Count = 3
width -> ]: Probability = 0.02, Count = 2
width -> int: Probability = 0.01, Count = 1
width -> ): Probability = 0.01, Count = 1
width -> (: Probability = 0.01, Count = 1
width -> if: Probability = 0.01, Count = 1
width -> >: Probability = 0.01, Count = 1
width -> step: Probability = 0.02, Count = 2
width -> top_data: Probability = 0.01, Count = 1
width -> &: Probability = 0.01, Count = 1
width -> =: Probability = 0.01, Count = 1
width -> c: Probability = 0.01, Count = 1
width -> row: Probability = 0.01, Count = 1
aImg2 -> aR2: Probability = 1.00, Count = 2
matVecRowSubInplace_cpu -> __global__: Probability = 0.50, Count = 1
matVecRowSubInplace_cpu -> matVecRowSubInplaceKernel: Probability = 0.50, Count = 1
vec -> [: Probability = 0.20, Count = 2
vec -> vec: Probability = 0.40, Count = 4
vec -> return: Probability = 0.40, Count = 4
matVecColAddInplace_cpu -> __global__: Probability = 0.50, Count = 1
matVecColAddInplace_cpu -> matVecColAddInplaceKernel: Probability = 0.50, Count = 1
x_outer_prod -> x_outer_prod: Probability = 1.00, Count = 2
size_x -> size_x: Probability = 1.00, Count = 2
x_average -> x_average: Probability = 1.00, Count = 3
MMDOuterProdComputeWithSum -> MMDOuterProdComputeWithSum: Probability = 1.00, Count = 1
vecY -> [: Probability = 0.67, Count = 2
vecY -> vecY: Probability = 0.33, Count = 1
vecX -> vecX: Probability = 0.50, Count = 1
vecX -> [: Probability = 0.50, Count = 1
saxpy_cpu -> saxpy_gpu: Probability = 1.00, Count = 1
valid_mask -> valid_mask: Probability = 1.00, Count = 3
score -> score: Probability = 1.00, Count = 5
score_thr -> score_thr: Probability = 1.00, Count = 2
set_valid_mask_cpu -> set_valid_mask: Probability = 1.00, Count = 1
k_x -> k_x: Probability = 1.00, Count = 9
f_target -> f_target: Probability = 1.00, Count = 3
tempval -> tempval: Probability = 0.67, Count = 2
tempval -> =: Probability = 0.33, Count = 1
L_x -> L_x: Probability = 0.50, Count = 1
L_x -> =: Probability = 0.50, Count = 1
f_in -> f_in: Probability = 1.00, Count = 3
copy_swap -> copy_swap: Probability = 1.00, Count = 1
f -> f: Probability = 0.58, Count = 7
f -> for: Probability = 0.08, Count = 1
f -> <: Probability = 0.08, Count = 1
f -> ): Probability = 0.08, Count = 1
f -> 0: Probability = 0.08, Count = 1
f -> *: Probability = 0.08, Count = 1
dout -> sum: Probability = 1.00, Count = 2
db -> db: Probability = 0.50, Count = 1
db -> }: Probability = 0.50, Count = 1
sum_backward -> Kernel_Sum_backward_opt2: Probability = 0.50, Count = 1
sum_backward -> temp: Probability = 0.50, Count = 1
& -> &: Probability = 0.68, Count = 30
& -> device_input: Probability = 0.02, Count = 1
& -> <: Probability = 0.02, Count = 1
& -> d: Probability = 0.02, Count = 1
& -> (: Probability = 0.02, Count = 1
& -> 0x01: Probability = 0.11, Count = 5
& -> [: Probability = 0.07, Count = 3
& -> tid: Probability = 0.05, Count = 2
device_output -> [: Probability = 0.67, Count = 2
device_output -> device_output: Probability = 0.33, Count = 1
device_input -> device_input: Probability = 0.33, Count = 1
device_input -> [: Probability = 0.67, Count = 2
is_repeat -> is_repeat: Probability = 1.00, Count = 1
bid -> x: Probability = 0.50, Count = 2
bid -> =: Probability = 0.25, Count = 1
bid -> ]: Probability = 0.25, Count = 1
means -> x: Probability = 0.67, Count = 2
means -> means: Probability = 0.33, Count = 1
DIM -> x: Probability = 1.00, Count = 2
counts -> x: Probability = 0.33, Count = 1
counts -> counts: Probability = 0.33, Count = 1
counts -> blockIdx: Probability = 0.33, Count = 1
kmeans_average -> kmeans_average: Probability = 1.00, Count = 1
matPerRowDivInplace_cpu -> __global__: Probability = 0.50, Count = 1
matPerRowDivInplace_cpu -> matPerRowDivInplaceKernel: Probability = 0.50, Count = 1
alphas -> alphas: Probability = 0.50, Count = 1
alphas -> [: Probability = 0.50, Count = 1
sx -> [: Probability = 0.50, Count = 1
sx -> sx: Probability = 0.50, Count = 1
cluster -> ]: Probability = 0.67, Count = 4
cluster -> cluster: Probability = 0.33, Count = 2
mx -> mx: Probability = 0.50, Count = 1
mx -> [: Probability = 0.50, Count = 1
my -> my: Probability = 0.50, Count = 1
my -> [: Probability = 0.50, Count = 1
compute_new_means -> compute_new_means: Probability = 1.00, Count = 1
sy -> sy: Probability = 0.50, Count = 1
sy -> [: Probability = 0.50, Count = 1
max -> max: Probability = 1.00, Count = 1
dst -> +: Probability = 0.20, Count = 2
dst -> dst: Probability = 0.40, Count = 4
dst -> =: Probability = 0.10, Count = 1
dst -> dim: Probability = 0.10, Count = 1
dst -> ]: Probability = 0.10, Count = 1
dst -> *: Probability = 0.10, Count = 1
copy_array_d2d -> copy_array_d2d: Probability = 1.00, Count = 1
src -> src: Probability = 0.23, Count = 3
src -> j: Probability = 0.08, Count = 1
src -> +: Probability = 0.23, Count = 3
src -> ptr_src_0: Probability = 0.08, Count = 1
src -> dim: Probability = 0.08, Count = 1
src -> ]: Probability = 0.15, Count = 2
src -> *: Probability = 0.08, Count = 1
src -> -: Probability = 0.08, Count = 1
reference -> =: Probability = 0.50, Count = 1
reference -> reference: Probability = 0.50, Count = 1
labelList -> labelList: Probability = 0.50, Count = 1
labelList -> ;: Probability = 0.50, Count = 1
InitCCL -> InitCCL: Probability = 1.00, Count = 1
nnz -> nnz: Probability = 0.40, Count = 2
nnz -> *: Probability = 0.20, Count = 1
nnz -> i1: Probability = 0.20, Count = 1
nnz -> nnx: Probability = 0.20, Count = 1
jsz -> +: Probability = 0.50, Count = 1
jsz -> jsz: Probability = 0.50, Count = 1
sxbeg -> sxbeg: Probability = 0.50, Count = 1
sxbeg -> +: Probability = 0.50, Count = 1
sxz -> [: Probability = 0.50, Count = 1
sxz -> sxz: Probability = 0.50, Count = 1
szbeg -> +: Probability = 0.50, Count = 1
szbeg -> szbeg: Probability = 0.50, Count = 1
npml -> ): Probability = 0.29, Count = 2
npml -> npml: Probability = 0.29, Count = 2
npml -> =: Probability = 0.14, Count = 1
npml -> nnz: Probability = 0.14, Count = 1
npml -> &: Probability = 0.14, Count = 1
jsx -> jsx: Probability = 0.50, Count = 1
jsx -> +: Probability = 0.50, Count = 1
ns -> ns: Probability = 0.50, Count = 3
ns -> x: Probability = 0.33, Count = 2
ns -> nt: Probability = 0.17, Count = 1
cpu_set_sg -> cuda_set_sg: Probability = 1.00, Count = 1
addMatrix -> addMatrixGPU: Probability = 1.00, Count = 1
resizedClsScore_cpu -> __global__: Probability = 0.50, Count = 1
resizedClsScore_cpu -> resizedClsScore: Probability = 0.50, Count = 1
score_factors -> score_factors: Probability = 1.00, Count = 2
truth -> truth: Probability = 0.25, Count = 1
truth -> [: Probability = 0.25, Count = 1
truth -> group_offset: Probability = 0.50, Count = 2
pred -> pred: Probability = 0.33, Count = 1
pred -> [: Probability = 0.33, Count = 1
pred -> input: Probability = 0.33, Count = 1
diff -> >: Probability = 0.17, Count = 1
diff -> =: Probability = 0.17, Count = 1
diff -> ): Probability = 0.17, Count = 1
diff -> diff: Probability = 0.50, Count = 3
error -> [: Probability = 0.33, Count = 1
error -> error: Probability = 0.33, Count = 1
error -> output: Probability = 0.33, Count = 1
delta -> [: Probability = 0.11, Count = 1
delta -> delta: Probability = 0.11, Count = 1
delta -> groups: Probability = 0.11, Count = 1
delta -> temp: Probability = 0.11, Count = 1
delta -> +: Probability = 0.11, Count = 1
delta -> =: Probability = 0.11, Count = 1
delta -> ;: Probability = 0.22, Count = 2
delta -> /: Probability = 0.11, Count = 1
fabs -> (: Probability = 1.00, Count = 1
l1_cpu -> l1_kernel: Probability = 1.00, Count = 1
cnt -> [: Probability = 0.75, Count = 3
cnt -> idx: Probability = 0.25, Count = 1
AddMatrixOnCPU -> AddMatrixOnGPU: Probability = 1.00, Count = 1
ny -> ny: Probability = 0.60, Count = 3
ny -> j: Probability = 0.20, Count = 1
ny -> <: Probability = 0.20, Count = 1
nx -> nx: Probability = 0.33, Count = 4
nx -> k: Probability = 0.08, Count = 1
nx -> j: Probability = 0.17, Count = 2
nx -> +: Probability = 0.17, Count = 2
nx -> =: Probability = 0.08, Count = 1
nx -> i: Probability = 0.08, Count = 1
nx -> sources_x: Probability = 0.08, Count = 1
srcData -> srcData: Probability = 1.00, Count = 7
data_size -> data_size: Probability = 0.67, Count = 4
data_size -> <: Probability = 0.33, Count = 2
dstData -> dstData: Probability = 1.00, Count = 2
LreluForward -> LreluForward: Probability = 1.00, Count = 1
filter -> [: Probability = 0.20, Count = 1
filter -> filter: Probability = 0.80, Count = 4
nxprj2 -> nxprj2: Probability = 0.33, Count = 1
nxprj2 -> +: Probability = 0.67, Count = 2
filterFFT_cpu -> __global__: Probability = 0.50, Count = 1
filterFFT_cpu -> filterFFT: Probability = 0.50, Count = 1
FFT -> FFT: Probability = 0.50, Count = 1
FFT -> [: Probability = 0.50, Count = 1
nviews -> nviews: Probability = 1.00, Count = 2
IND -> =: Probability = 0.33, Count = 1
IND -> ]: Probability = 0.67, Count = 2
255 -> ;: Probability = 0.14, Count = 1
255 -> else: Probability = 0.14, Count = 1
255 -> ): Probability = 0.29, Count = 2
255 -> :: Probability = 0.29, Count = 2
255 -> index: Probability = 0.14, Count = 1
out_image -> out_image: Probability = 0.50, Count = 1
out_image -> [: Probability = 0.50, Count = 1
convertFloatToRGBA_cpu -> convertFloatToRGBA_kernel: Probability = 1.00, Count = 1
in_image -> in_image: Probability = 0.50, Count = 1
in_image -> [: Probability = 0.50, Count = 1
temp -> {: Probability = 0.03, Count = 1
temp -> ;: Probability = 0.03, Count = 1
temp -> =: Probability = 0.06, Count = 2
temp -> }: Probability = 0.03, Count = 1
temp -> d_in: Probability = 0.03, Count = 1
temp -> temp: Probability = 0.45, Count = 15
temp -> +: Probability = 0.24, Count = 8
temp -> .: Probability = 0.06, Count = 2
temp -> return: Probability = 0.03, Count = 1
temp -> [: Probability = 0.03, Count = 1
d_output -> ;: Probability = 0.50, Count = 1
d_output -> d_output: Probability = 0.50, Count = 1
d_input -> ;: Probability = 0.25, Count = 1
d_input -> (: Probability = 0.25, Count = 1
d_input -> d_input: Probability = 0.25, Count = 1
d_input -> ,: Probability = 0.25, Count = 1
min -> =: Probability = 1.00, Count = 1
convertEdgeMaskToFloatCpu -> convertEdgeMaskToFloatDevice: Probability = 1.00, Count = 1
pos -> =: Probability = 0.08, Count = 1
pos -> ]: Probability = 0.25, Count = 3
pos -> -: Probability = 0.25, Count = 3
pos -> +: Probability = 0.42, Count = 5
mat_out -> [: Probability = 0.50, Count = 1
mat_out -> mat_out: Probability = 0.50, Count = 1
mat_in -> [: Probability = 0.50, Count = 1
mat_in -> mat_in: Probability = 0.50, Count = 1
trans_pos -> =: Probability = 0.50, Count = 1
trans_pos -> ]: Probability = 0.50, Count = 1
gpu_matrix_transpose -> gpu_matrix_transpose: Probability = 1.00, Count = 1
idy -> ;: Probability = 0.17, Count = 1
idy -> *: Probability = 0.50, Count = 3
idy -> idy: Probability = 0.33, Count = 2
srcDiff -> srcDiff: Probability = 0.67, Count = 2
srcDiff -> srcData: Probability = 0.33, Count = 1
dstDiff -> dstDiff: Probability = 0.67, Count = 2
dstDiff -> srcDiff: Probability = 0.33, Count = 1
LreluBackward -> LreluBackward: Probability = 1.00, Count = 1
stride -> x: Probability = 0.08, Count = 3
stride -> N: Probability = 0.03, Count = 1
stride -> =: Probability = 0.06, Count = 2
stride -> stride: Probability = 0.22, Count = 8
stride -> sample: Probability = 0.06, Count = 2
stride -> w: Probability = 0.03, Count = 1
stride -> in_index: Probability = 0.03, Count = 1
stride -> ;: Probability = 0.06, Count = 2
stride -> h1: Probability = 0.03, Count = 1
stride -> w1: Probability = 0.03, Count = 1
stride -> int: Probability = 0.19, Count = 7
stride -> *: Probability = 0.08, Count = 3
stride -> /: Probability = 0.06, Count = 2
stride -> (: Probability = 0.03, Count = 1
stride -> +: Probability = 0.03, Count = 1
cpuReduce -> gpuReduceRecursive: Probability = 1.00, Count = 1
p -> [: Probability = 0.05, Count = 1
p -> p: Probability = 0.50, Count = 11
p -> k: Probability = 0.18, Count = 4
p -> ;: Probability = 0.05, Count = 1
p -> *: Probability = 0.05, Count = 1
p -> :: Probability = 0.05, Count = 1
p -> g: Probability = 0.05, Count = 1
p -> for: Probability = 0.05, Count = 1
p -> ]: Probability = 0.05, Count = 1
pcountinner -> pcountinner: Probability = 0.33, Count = 1
pcountinner -> [: Probability = 0.67, Count = 2
pn -> [: Probability = 0.67, Count = 2
pn -> pn: Probability = 0.33, Count = 1
Xsize -> Xsize: Probability = 1.00, Count = 5
Zsize -> Zsize: Probability = 1.00, Count = 5
devidecountInnerCPU -> devidecountInner: Probability = 1.00, Count = 1
Ysize -> Ysize: Probability = 1.00, Count = 5
curr_decision -> curr_decision: Probability = 1.00, Count = 3
bit_index -> =: Probability = 0.33, Count = 1
bit_index -> bit_index: Probability = 0.67, Count = 2
bit_stream -> bit_stream: Probability = 1.00, Count = 3
short -> short: Probability = 1.00, Count = 1
dec_index -> dec_index: Probability = 0.67, Count = 2
dec_index -> *: Probability = 0.33, Count = 1
dec_size -> dec_size: Probability = 0.50, Count = 1
dec_size -> =: Probability = 0.50, Count = 1
bit_decisions -> bit_decisions: Probability = 1.00, Count = 2
cpuConvertToBits -> cudaConvertToBits: Probability = 1.00, Count = 1
devMatX -> ]: Probability = 0.80, Count = 4
devMatX -> devMatX: Probability = 0.20, Count = 1
memWidth -> *: Probability = 0.80, Count = 4
memWidth -> memWidth: Probability = 0.20, Count = 1
devMat -> [: Probability = 0.80, Count = 4
devMat -> devMat: Probability = 0.20, Count = 1
copyAliasRow -> copyAliasRow: Probability = 1.00, Count = 1
memHeight -> -: Probability = 0.67, Count = 2
memHeight -> memHeight: Probability = 0.33, Count = 1
areaRes -> [: Probability = 0.50, Count = 1
areaRes -> areaRes: Probability = 0.50, Count = 1
sizeof -> blockDim: Probability = 1.00, Count = 1
ObjFeatures_circularity -> circularity: Probability = 0.50, Count = 1
ObjFeatures_circularity -> __global__: Probability = 0.50, Count = 1
malloc -> threadIdx: Probability = 0.50, Count = 1
malloc -> blockDim: Probability = 0.50, Count = 1
perimeter -> perimeterRes: Probability = 0.33, Count = 1
perimeter -> [: Probability = 0.67, Count = 2
circ -> [: Probability = 0.50, Count = 1
circ -> circ: Probability = 0.50, Count = 1
compCount -> compCount: Probability = 1.00, Count = 2
14159265359 -> *: Probability = 1.00, Count = 1
pcount -> [: Probability = 0.67, Count = 2
pcount -> pcount: Probability = 0.33, Count = 1
pint -> pint: Probability = 0.50, Count = 1
pint -> [: Probability = 0.50, Count = 1
devidecountCPU -> devidecount: Probability = 1.00, Count = 1
bubbleSort -> oddevenSort: Probability = 1.00, Count = 1
matmul -> matmul: Probability = 1.00, Count = 1
maxval -> maxval: Probability = 1.00, Count = 5
corrValidCount -> corrValidCount: Probability = 1.00, Count = 2
snrValue -> snrValue: Probability = 1.00, Count = 2
corrSum -> corrSum: Probability = 1.00, Count = 2
mean -> mean: Probability = 0.80, Count = 8
mean -> -: Probability = 0.20, Count = 2
cudaKernel_estimateSnr_cpu -> cudaKernel_estimateSnr: Probability = 1.00, Count = 1
