) -> ): Probability = 0.36, Count = 512
h -> right: Probability = 0.02, Count = 1
h -> *: Probability = 0.07, Count = 3
h -> hs: Probability = 0.02, Count = 1
h -> .: Probability = 0.05, Count = 2
h -> j: Probability = 0.02, Count = 1
h -> 1: Probability = 0.02, Count = 1
h -> 0: Probability = 0.05, Count = 2
h -> /: Probability = 0.02, Count = 1
h -> EPS: Probability = 0.02, Count = 1
h -> >: Probability = 0.02, Count = 1
h -> String: Probability = 0.05, Count = 2
h -> 5: Probability = 0.02, Count = 1
R -> +: Probability = 0.12, Count = 1
R -> ): Probability = 0.25, Count = 2
R -> R: Probability = 0.12, Count = 1
R -> r: Probability = 0.38, Count = 3
R -> =: Probability = 0.12, Count = 1
H -> (: Probability = 0.08, Count = 1
H -> H: Probability = 0.08, Count = 1
H -> h: Probability = 0.25, Count = 3
H -> ]: Probability = 0.17, Count = 2
H -> k: Probability = 0.08, Count = 1
H -> ): Probability = 0.08, Count = 1
H -> /: Probability = 0.08, Count = 1
H -> +: Probability = 0.08, Count = 1
H -> int: Probability = 0.08, Count = 1
or -> if: Probability = 0.33, Count = 1
or -> for: Probability = 0.33, Count = 1
or -> d: Probability = 0.33, Count = 1
quit -> 2: Probability = 1.00, Count = 1
defaultdict -> Scanner: Probability = 0.43, Count = 3
defaultdict -> PrintWriter: Probability = 0.14, Count = 1
defaultdict -> HashMap: Probability = 0.14, Count = 1
defaultdict -> nextLong: Probability = 0.29, Count = 2
heapq -> Scanner: Probability = 0.22, Count = 2
heapq -> java: Probability = 0.33, Count = 3
heapq -> util: Probability = 0.22, Count = 2
heapq -> BigInteger: Probability = 0.11, Count = 1
heapq -> HashMap: Probability = 0.11, Count = 1
collections -> Main: Probability = 0.33, Count = 2
collections -> Arrays: Probability = 0.17, Count = 1
collections -> java: Probability = 0.50, Count = 3
heappop -> Scanner: Probability = 0.57, Count = 4
heappop -> java: Probability = 0.29, Count = 2
heappop -> .: Probability = 0.14, Count = 1
heappush -> Scanner: Probability = 1.00, Count = 2
B2 -> =: Probability = 0.22, Count = 2
B2 -> b2: Probability = 0.22, Count = 2
B2 -> f2: Probability = 0.11, Count = 1
B2 -> a2: Probability = 0.11, Count = 1
B2 -> t2: Probability = 0.11, Count = 1
B2 -> if: Probability = 0.11, Count = 1
B2 -> ": Probability = 0.11, Count = 1
T2 -> t2: Probability = 0.75, Count = 3
T2 -> f2: Probability = 0.25, Count = 1
A1 -> f1: Probability = 0.11, Count = 1
A1 -> -: Probability = 0.11, Count = 1
A1 -> =: Probability = 0.22, Count = 2
A1 -> a1: Probability = 0.22, Count = 2
A1 -> b1: Probability = 0.11, Count = 1
A1 -> tmp1: Probability = 0.11, Count = 1
A1 -> t1: Probability = 0.11, Count = 1
B1 -> ,: Probability = 0.22, Count = 2
B1 -> t1: Probability = 0.11, Count = 1
B1 -> =: Probability = 0.22, Count = 2
B1 -> a2: Probability = 0.11, Count = 1
B1 -> tmp1: Probability = 0.11, Count = 1
B1 -> println: Probability = 0.11, Count = 1
B1 -> b1: Probability = 0.11, Count = 1
T1 -> t1: Probability = 0.11, Count = 1
T1 -> t2: Probability = 0.11, Count = 1
T1 -> a2: Probability = 0.22, Count = 2
T1 -> b1: Probability = 0.11, Count = 1
T1 -> b2: Probability = 0.22, Count = 2
T1 -> f2: Probability = 0.11, Count = 1
T1 -> tmp1: Probability = 0.11, Count = 1
A2 -> b2: Probability = 0.11, Count = 1
A2 -> t2: Probability = 0.22, Count = 2
A2 -> *: Probability = 0.11, Count = 1
A2 -> a2: Probability = 0.11, Count = 1
A2 -> tmp2: Probability = 0.22, Count = 2
A2 -> b1: Probability = 0.11, Count = 1
A2 -> =: Probability = 0.11, Count = 1
divmod -> {: Probability = 0.14, Count = 1
divmod -> *: Probability = 0.29, Count = 2
divmod -> distanceInT1: Probability = 0.14, Count = 1
divmod -> <: Probability = 0.14, Count = 1
divmod -> .: Probability = 0.14, Count = 1
divmod -> ): Probability = 0.14, Count = 1
D -> score: Probability = 0.17, Count = 1
D -> dis: Probability = 0.17, Count = 1
D -> println: Probability = 0.17, Count = 1
D -> }: Probability = 0.17, Count = 1
D -> dp: Probability = 0.17, Count = 1
D -> ]: Probability = 0.17, Count = 1
infinity -> if: Probability = 1.00, Count = 1
q -> println: Probability = 0.07, Count = 1
q -> nextLong: Probability = 0.07, Count = 1
q -> ): Probability = 0.07, Count = 1
q -> a1: Probability = 0.07, Count = 1
q -> <: Probability = 0.07, Count = 1
q -> t1: Probability = 0.07, Count = 1
q -> .: Probability = 0.07, Count = 1
q -> *: Probability = 0.07, Count = 1
q -> =: Probability = 0.13, Count = 2
q -> a2: Probability = 0.07, Count = 1
q -> (: Probability = 0.07, Count = 1
q -> if: Probability = 0.07, Count = 1
q -> +: Probability = 0.13, Count = 2
a2 -> a2: Probability = 0.50, Count = 2
a2 -> b2: Probability = 0.50, Count = 2
t2 -> t2: Probability = 0.23, Count = 3
t2 -> <: Probability = 0.08, Count = 1
t2 -> &: Probability = 0.08, Count = 1
t2 -> b2: Probability = 0.08, Count = 1
t2 -> add: Probability = 0.08, Count = 1
t2 -> (: Probability = 0.15, Count = 2
t2 -> ]: Probability = 0.08, Count = 1
t2 -> ;: Probability = 0.08, Count = 1
t2 -> String: Probability = 0.08, Count = 1
t2 -> sc: Probability = 0.08, Count = 1
a1 -> b1: Probability = 0.17, Count = 1
a1 -> (: Probability = 0.17, Count = 1
a1 -> 0: Probability = 0.17, Count = 1
a1 -> >: Probability = 0.17, Count = 1
a1 -> *: Probability = 0.17, Count = 1
a1 -> a1: Probability = 0.17, Count = 1
w -> ,: Probability = 0.06, Count = 2
w -> W: Probability = 0.03, Count = 1
w -> w: Probability = 0.08, Count = 3
w -> ;: Probability = 0.06, Count = 2
w -> +: Probability = 0.03, Count = 1
w -> 0: Probability = 0.06, Count = 2
w -> [: Probability = 0.06, Count = 2
w -> n: Probability = 0.03, Count = 1
w -> long: Probability = 0.03, Count = 1
w -> *: Probability = 0.06, Count = 2
w -> i: Probability = 0.06, Count = 2
w -> j: Probability = 0.06, Count = 2
w -> ebishu: Probability = 0.03, Count = 1
w -> .: Probability = 0.03, Count = 1
w -> for: Probability = 0.03, Count = 1
w -> y: Probability = 0.03, Count = 1
w -> int: Probability = 0.03, Count = 1
w -> =: Probability = 0.14, Count = 5
w -> double: Probability = 0.06, Count = 2
w -> (: Probability = 0.06, Count = 2
w -> ): Probability = 0.03, Count = 1
mp -> sc: Probability = 0.50, Count = 1
mp -> }: Probability = 0.50, Count = 1
l -> .: Probability = 0.18, Count = 3
l -> (: Probability = 0.06, Count = 1
l -> long: Probability = 0.06, Count = 1
l -> x: Probability = 0.06, Count = 1
l -> /: Probability = 0.06, Count = 1
l -> -: Probability = 0.06, Count = 1
l -> pow: Probability = 0.06, Count = 1
l -> [: Probability = 0.06, Count = 1
l -> s: Probability = 0.06, Count = 1
l -> L: Probability = 0.12, Count = 2
l -> ): Probability = 0.06, Count = 1
l -> *: Probability = 0.06, Count = 1
l -> i: Probability = 0.06, Count = 1
l -> throws: Probability = 0.06, Count = 1
cost -> j: Probability = 0.25, Count = 1
cost -> int: Probability = 0.25, Count = 1
cost -> ;: Probability = 0.25, Count = 1
cost -> b: Probability = 0.25, Count = 1
W -> l: Probability = 0.17, Count = 1
W -> i: Probability = 0.17, Count = 1
W -> ;: Probability = 0.17, Count = 1
W -> +: Probability = 0.17, Count = 1
W -> w: Probability = 0.17, Count = 1
W -> h: Probability = 0.17, Count = 1
inf -> java: Probability = 0.10, Count = 1
inf -> in: Probability = 0.20, Count = 2
inf -> nextLong: Probability = 0.10, Count = 1
inf -> =: Probability = 0.40, Count = 4
inf -> scn: Probability = 0.10, Count = 1
inf -> InputStreamReader: Probability = 0.10, Count = 1
score -> +: Probability = 0.08, Count = 1
score -> =: Probability = 0.08, Count = 1
score -> (: Probability = 0.08, Count = 1
score -> }: Probability = 0.08, Count = 1
score -> ): Probability = 0.08, Count = 1
score -> .: Probability = 0.17, Count = 2
score -> parseInt: Probability = 0.08, Count = 1
score -> else: Probability = 0.08, Count = 1
score -> now: Probability = 0.08, Count = 1
score -> score: Probability = 0.08, Count = 1
score -> time: Probability = 0.08, Count = 1
_w -> }: Probability = 0.20, Count = 1
_w -> {: Probability = 0.20, Count = 1
_w -> ): Probability = 0.40, Count = 2
_w -> j: Probability = 0.20, Count = 1
intersections -> arrays: Probability = 0.50, Count = 1
intersections -> l: Probability = 0.50, Count = 1
min_score -> ;: Probability = 1.00, Count = 1
_h -> i: Probability = 0.50, Count = 1
_h -> h: Probability = 0.50, Count = 1
not_min_flag -> Integer: Probability = 1.00, Count = 1
float -> scan: Probability = 0.10, Count = 1
float -> Scanner: Probability = 0.20, Count = 2
float -> nextLong: Probability = 0.10, Count = 1
float -> java: Probability = 0.10, Count = 1
float -> args: Probability = 0.10, Count = 1
float -> String: Probability = 0.10, Count = 1
float -> .: Probability = 0.10, Count = 1
float -> (: Probability = 0.10, Count = 1
float -> BufferedOutputStream: Probability = 0.10, Count = 1
current -> c: Probability = 0.25, Count = 1
current -> .: Probability = 0.25, Count = 1
current -> }: Probability = 0.50, Count = 2
mincnt -> +: Probability = 1.00, Count = 1
totallength -> }: Probability = 1.00, Count = 1
sumd -> +: Probability = 0.33, Count = 1
sumd -> ans: Probability = 0.33, Count = 1
sumd -> parseInt: Probability = 0.33, Count = 1
global -> final: Probability = 1.00, Count = 1
sum -> W: Probability = 0.10, Count = 1
sum -> ;: Probability = 0.30, Count = 3
sum -> min: Probability = 0.10, Count = 1
sum -> {: Probability = 0.10, Count = 1
sum -> ): Probability = 0.30, Count = 3
sum -> .: Probability = 0.10, Count = 1
False -> count: Probability = 0.33, Count = 1
False -> Scanner: Probability = 0.33, Count = 1
False -> {: Probability = 0.33, Count = 1
solve -> if: Probability = 1.00, Count = 1
is_waste -> 1: Probability = 1.00, Count = 1
ds -> ): Probability = 1.00, Count = 1
Y2 -> ': Probability = 0.50, Count = 1
Y2 -> +: Probability = 0.50, Count = 1
answer -> x: Probability = 0.50, Count = 1
answer -> if: Probability = 0.50, Count = 1
e -> =: Probability = 0.09, Count = 1
e -> ]: Probability = 0.09, Count = 1
e -> i: Probability = 0.36, Count = 4
e -> >: Probability = 0.09, Count = 1
e -> A_2: Probability = 0.09, Count = 1
e -> ;: Probability = 0.09, Count = 1
e -> [: Probability = 0.09, Count = 1
e -> index: Probability = 0.09, Count = 1
Z -> if: Probability = 1.00, Count = 1
X2 -> .: Probability = 1.00, Count = 1
gcd -> java: Probability = 0.50, Count = 1
gcd -> Scanner: Probability = 0.50, Count = 1
s_map -> (: Probability = 1.00, Count = 1
Yay -> (: Probability = 0.25, Count = 1
Yay -> Yay: Probability = 0.50, Count = 2
Yay -> ": Probability = 0.25, Count = 1
lists -> sc: Probability = 0.50, Count = 1
lists -> java: Probability = 0.50, Count = 1
enumerate -> .: Probability = 0.33, Count = 3
enumerate -> BufferedReader: Probability = 0.11, Count = 1
enumerate -> InputStreamReader: Probability = 0.11, Count = 1
enumerate -> Scanner: Probability = 0.22, Count = 2
enumerate -> ;: Probability = 0.11, Count = 1
enumerate -> {: Probability = 0.11, Count = 1
flg -> println: Probability = 1.00, Count = 1
3501 -> n: Probability = 0.33, Count = 3
3501 -> =: Probability = 0.44, Count = 4
3501 -> BufferedReader: Probability = 0.11, Count = 1
3501 -> InputStreamReader: Probability = 0.11, Count = 1
bs -> *: Probability = 0.20, Count = 1
bs -> ;: Probability = 0.20, Count = 1
bs -> +: Probability = 0.40, Count = 2
bs -> if: Probability = 0.20, Count = 1
div -> long: Probability = 0.50, Count = 2
div -> continue: Probability = 0.25, Count = 1
div -> for: Probability = 0.25, Count = 1
exit -> \: Probability = 0.12, Count = 1
exit -> (: Probability = 0.62, Count = 5
exit -> close: Probability = 0.12, Count = 1
exit -> sc: Probability = 0.12, Count = 1
num0 -> long: Probability = 1.00, Count = 1
3500 -> 0: Probability = 1.00, Count = 1
input_list -> (: Probability = 0.20, Count = 1
input_list -> nextInt: Probability = 0.20, Count = 1
input_list -> util: Probability = 0.40, Count = 2
input_list -> co: Probability = 0.20, Count = 1
diff -> cha: Probability = 0.12, Count = 1
diff -> sc: Probability = 0.12, Count = 1
diff -> ;: Probability = 0.12, Count = 1
diff -> if: Probability = 0.12, Count = 1
diff -> bwa: Probability = 0.12, Count = 1
diff -> N: Probability = 0.12, Count = 1
diff -> size: Probability = 0.12, Count = 1
diff -> ]: Probability = 0.12, Count = 1
usedI -> <: Probability = 0.50, Count = 1
usedI -> =: Probability = 0.50, Count = 1
usedJ -> [: Probability = 1.00, Count = 1
sumA -> ;: Probability = 1.00, Count = 1
sumB -> ): Probability = 1.00, Count = 1
plus -> +: Probability = 0.33, Count = 1
plus -> lackNumberQueue: Probability = 0.33, Count = 1
plus -> =: Probability = 0.33, Count = 1
totalsa -> 1: Probability = 0.50, Count = 1
totalsa -> ): Probability = 0.50, Count = 1
s_b -> b: Probability = 1.00, Count = 1
dist_s -> ): Probability = 0.25, Count = 1
dist_s -> <: Probability = 0.25, Count = 1
dist_s -> in: Probability = 0.25, Count = 1
dist_s -> InputStream: Probability = 0.25, Count = 1
dist_list -> .: Probability = 0.33, Count = 2
dist_list -> outputStream: Probability = 0.17, Count = 1
dist_list -> inputStream: Probability = 0.17, Count = 1
dist_list -> long: Probability = 0.17, Count = 1
dist_list -> InputStream: Probability = 0.17, Count = 1
s_a -> C: Probability = 0.25, Count = 1
s_a -> System: Probability = 0.25, Count = 1
s_a -> a: Probability = 0.25, Count = 1
s_a -> Scanner: Probability = 0.25, Count = 1
SegmentTree -> Scanner: Probability = 0.20, Count = 1
SegmentTree -> Exception: Probability = 0.20, Count = 1
SegmentTree -> .: Probability = 0.20, Count = 1
SegmentTree -> nextInt: Probability = 0.20, Count = 1
SegmentTree -> java: Probability = 0.20, Count = 1
tree -> =: Probability = 0.50, Count = 1
tree -> a: Probability = 0.50, Count = 1
unit -> (: Probability = 1.00, Count = 1
_n -> [: Probability = 0.33, Count = 1
_n -> {: Probability = 0.33, Count = 1
_n -> }: Probability = 0.33, Count = 1
self -> int: Probability = 0.09, Count = 3
self -> io: Probability = 0.03, Count = 1
self -> ): Probability = 0.12, Count = 4
self -> System: Probability = 0.03, Count = 1
self -> =: Probability = 0.19, Count = 6
self -> y: Probability = 0.06, Count = 2
self -> scan: Probability = 0.06, Count = 2
self -> x: Probability = 0.09, Count = 3
self -> root: Probability = 0.03, Count = 1
self -> (: Probability = 0.16, Count = 5
self -> if: Probability = 0.03, Count = 1
self -> [: Probability = 0.03, Count = 1
self -> .: Probability = 0.03, Count = 1
self -> nextInt: Probability = 0.03, Count = 1
class -> class: Probability = 1.00, Count = 3
right -> ]: Probability = 1.00, Count = 1
& -> =: Probability = 0.20, Count = 1
& -> Scanner: Probability = 0.20, Count = 1
& -> [: Probability = 0.20, Count = 1
& -> -: Probability = 0.20, Count = 1
& -> j: Probability = 0.20, Count = 1
dot -> io: Probability = 0.50, Count = 1
dot -> .: Probability = 0.50, Count = 1
_tree -> sc: Probability = 1.00, Count = 1
object -> io: Probability = 1.00, Count = 1
kaisu -> [: Probability = 1.00, Count = 1
update -> =: Probability = 1.00, Count = 1
l_val -> cost: Probability = 1.00, Count = 1
r_val -> .: Probability = 0.50, Count = 1
r_val -> (: Probability = 0.50, Count = 1
_dot -> k: Probability = 1.00, Count = 1
LI -> long: Probability = 0.50, Count = 1
LI -> a: Probability = 0.50, Count = 1
deepcopy -> Scanner: Probability = 0.50, Count = 1
deepcopy -> .: Probability = 0.50, Count = 1
next_a -> ): Probability = 0.25, Count = 1
next_a -> b: Probability = 0.25, Count = 1
next_a -> ;: Probability = 0.50, Count = 2
curr_mins -> [: Probability = 0.14, Count = 1
curr_mins -> +: Probability = 0.29, Count = 2
curr_mins -> Math: Probability = 0.14, Count = 1
curr_mins -> in1: Probability = 0.14, Count = 1
curr_mins -> BufferedReader: Probability = 0.29, Count = 2
curr_i_ans -> ;: Probability = 0.33, Count = 1
curr_i_ans -> ans: Probability = 0.33, Count = 1
curr_i_ans -> {: Probability = 0.33, Count = 1
curr_sums -> br: Probability = 0.50, Count = 1
curr_sums -> BufferedReader: Probability = 0.50, Count = 1
al -> br: Probability = 0.50, Count = 2
al -> +: Probability = 0.25, Count = 1
al -> ans: Probability = 0.25, Count = 1
ind -> i: Probability = 0.50, Count = 3
ind -> j: Probability = 0.17, Count = 1
ind -> new: Probability = 0.17, Count = 1
ind -> ]: Probability = 0.17, Count = 1
18 -> ;: Probability = 0.33, Count = 1
18 -> a: Probability = 0.33, Count = 1
18 -> dirleft: Probability = 0.33, Count = 1
xs -> 0: Probability = 0.67, Count = 2
xs -> n: Probability = 0.33, Count = 1
deque -> sc: Probability = 0.50, Count = 1
deque -> UnionFind: Probability = 0.50, Count = 1
read -> sc: Probability = 0.14, Count = 1
read -> .: Probability = 0.29, Count = 2
read -> Main: Probability = 0.14, Count = 1
read -> tree: Probability = 0.29, Count = 2
read -> scanner: Probability = 0.14, Count = 1
ys -> IOException: Probability = 0.20, Count = 1
ys -> +: Probability = 0.20, Count = 1
ys -> (: Probability = 0.20, Count = 1
ys -> a: Probability = 0.20, Count = 1
ys -> nextToken: Probability = 0.20, Count = 1
MOD -> (: Probability = 0.17, Count = 1
MOD -> return: Probability = 0.17, Count = 1
MOD -> long: Probability = 0.17, Count = 1
MOD -> ;: Probability = 0.17, Count = 1
MOD -> }: Probability = 0.17, Count = 1
MOD -> MOD: Probability = 0.17, Count = 1
zip -> before_inteval: Probability = 0.25, Count = 1
zip -> .: Probability = 0.25, Count = 1
zip -> (: Probability = 0.25, Count = 1
zip -> Scanner: Probability = 0.25, Count = 1
mod -> +: Probability = 0.18, Count = 2
mod -> mod: Probability = 0.18, Count = 2
mod -> ;: Probability = 0.27, Count = 3
mod -> long: Probability = 0.09, Count = 1
mod -> 0: Probability = 0.09, Count = 1
mod -> x: Probability = 0.09, Count = 1
mod -> 10: Probability = 0.09, Count = 1
sy -> ;: Probability = 0.14, Count = 1
sy -> y: Probability = 0.14, Count = 1
sy -> br: Probability = 0.14, Count = 1
sy -> i: Probability = 0.29, Count = 2
sy -> sa: Probability = 0.14, Count = 1
sy -> =: Probability = 0.14, Count = 1
sx -> =: Probability = 0.75, Count = 3
sx -> sa: Probability = 0.25, Count = 1
uni_x -> new: Probability = 0.40, Count = 2
uni_x -> ;: Probability = 0.40, Count = 2
uni_x -> }: Probability = 0.20, Count = 1
dy -> mod: Probability = 0.50, Count = 1
dy -> =: Probability = 0.50, Count = 1
ry -> ;: Probability = 0.33, Count = 1
ry -> ]: Probability = 0.33, Count = 1
ry -> A: Probability = 0.33, Count = 1
rx -> ): Probability = 0.50, Count = 1
rx -> =: Probability = 0.50, Count = 1
dx -> =: Probability = 1.00, Count = 1
factorization -> BufferedReader: Probability = 0.33, Count = 1
factorization -> ;: Probability = 0.33, Count = 1
factorization -> Scanner: Probability = 0.33, Count = 1
L -> .: Probability = 0.07, Count = 1
L -> prime: Probability = 0.07, Count = 1
L -> ): Probability = 0.13, Count = 2
L -> l: Probability = 0.07, Count = 1
L -> dp: Probability = 0.07, Count = 1
L -> ]: Probability = 0.13, Count = 2
L -> max: Probability = 0.07, Count = 1
L -> ArrayList: Probability = 0.33, Count = 5
L -> =: Probability = 0.07, Count = 1
P -> (: Probability = 0.12, Count = 1
P -> new: Probability = 0.12, Count = 1
P -> String: Probability = 0.12, Count = 1
P -> =: Probability = 0.12, Count = 1
P -> p: Probability = 0.25, Count = 2
P -> {: Probability = 0.12, Count = 1
P -> .: Probability = 0.12, Count = 1
facts -> ): Probability = 0.50, Count = 1
facts -> >: Probability = 0.50, Count = 1
product -> l: Probability = 0.17, Count = 1
product -> sc: Probability = 0.33, Count = 2
product -> >: Probability = 0.17, Count = 1
product -> /: Probability = 0.17, Count = 1
product -> soinsu: Probability = 0.17, Count = 1
sqrt -> int: Probability = 0.12, Count = 1
sqrt -> Math: Probability = 0.12, Count = 1
sqrt -> nextLong: Probability = 0.12, Count = 1
sqrt -> ): Probability = 0.12, Count = 1
sqrt -> =: Probability = 0.12, Count = 1
sqrt -> *: Probability = 0.12, Count = 1
sqrt -> aPosition: Probability = 0.12, Count = 1
sqrt -> Main: Probability = 0.12, Count = 1
items -> ans: Probability = 0.08, Count = 1
items -> {: Probability = 0.08, Count = 1
items -> ): Probability = 0.08, Count = 1
items -> for: Probability = 0.17, Count = 2
items -> +: Probability = 0.17, Count = 2
items -> int: Probability = 0.08, Count = 1
items -> f: Probability = 0.08, Count = 1
items -> ;: Probability = 0.08, Count = 1
items -> .: Probability = 0.08, Count = 1
items -> System: Probability = 0.08, Count = 1
pow -> while: Probability = 0.33, Count = 1
pow -> Math: Probability = 0.33, Count = 1
pow -> sqrt: Probability = 0.33, Count = 1
dd -> sc: Probability = 0.20, Count = 1
dd -> n: Probability = 0.20, Count = 1
dd -> colors: Probability = 0.20, Count = 1
dd -> ]: Probability = 0.40, Count = 2
floor -> Long: Probability = 1.00, Count = 1
arr -> ;: Probability = 0.09, Count = 1
arr -> p: Probability = 0.09, Count = 1
arr -> i: Probability = 0.18, Count = 2
arr -> if: Probability = 0.09, Count = 1
arr -> sc: Probability = 0.09, Count = 1
arr -> (: Probability = 0.09, Count = 1
arr -> a: Probability = 0.09, Count = 1
arr -> }: Probability = 0.09, Count = 1
arr -> args: Probability = 0.09, Count = 1
arr -> =: Probability = 0.09, Count = 1
fct -> (: Probability = 0.50, Count = 1
fct -> sc: Probability = 0.50, Count = 1
pout -> util: Probability = 1.00, Count = 1
write -> .: Probability = 1.00, Count = 1
perr -> Scanner: Probability = 1.00, Count = 1
factorize -> Scanner: Probability = 1.00, Count = 1
index -> ;: Probability = 0.33, Count = 2
index -> String: Probability = 0.17, Count = 1
index -> {: Probability = 0.17, Count = 1
index -> po: Probability = 0.17, Count = 1
index -> (: Probability = 0.17, Count = 1
max_count -> +: Probability = 1.00, Count = 1
jou -> ;: Probability = 1.00, Count = 2
mt -> .: Probability = 1.00, Count = 1
li -> sc: Probability = 0.33, Count = 1
li -> (: Probability = 0.33, Count = 1
li -> c: Probability = 0.33, Count = 1
bisect -> Scanner: Probability = 0.60, Count = 3
bisect -> sc: Probability = 0.20, Count = 1
bisect -> nextInt: Probability = 0.20, Count = 1
from -> Math: Probability = 1.00, Count = 1
kaijou -> ans: Probability = 0.50, Count = 1
kaijou -> sum_N: Probability = 0.50, Count = 1
; -> sc: Probability = 1.00, Count = 1
iroha -> ": Probability = 0.67, Count = 2
iroha -> Scanner: Probability = 0.33, Count = 1
queue -> C: Probability = 0.14, Count = 1
queue -> &: Probability = 0.14, Count = 1
queue -> Scanner: Probability = 0.14, Count = 1
queue -> ): Probability = 0.14, Count = 1
queue -> (: Probability = 0.14, Count = 1
queue -> =: Probability = 0.14, Count = 1
queue -> Exception: Probability = 0.14, Count = 1
abc -> br: Probability = 0.14, Count = 1
abc -> BufferedReader: Probability = 0.29, Count = 2
abc -> if: Probability = 0.14, Count = 1
abc -> (: Probability = 0.14, Count = 1
abc -> a: Probability = 0.14, Count = 1
abc -> java: Probability = 0.14, Count = 1
pi -> io: Probability = 0.15, Count = 2
pi -> (: Probability = 0.15, Count = 2
pi -> =: Probability = 0.31, Count = 4
pi -> st: Probability = 0.08, Count = 1
pi -> ,: Probability = 0.08, Count = 1
pi -> m: Probability = 0.08, Count = 1
pi -> 30: Probability = 0.08, Count = 1
pi -> m_kakudo: Probability = 0.08, Count = 1
MP -> ): Probability = 0.50, Count = 1
MP -> *: Probability = 0.50, Count = 1
180 -> 360: Probability = 0.50, Count = 2
180 -> =: Probability = 0.50, Count = 2
sin -> angle_M: Probability = 1.00, Count = 1
HP -> -: Probability = 1.00, Count = 1
cos -> angle_M: Probability = 0.33, Count = 1
cos -> cos: Probability = 0.33, Count = 1
cos -> ;: Probability = 0.33, Count = 1
60 -> 60: Probability = 0.24, Count = 4
60 -> =: Probability = 0.12, Count = 2
60 -> H: Probability = 0.06, Count = 1
60 -> toRadians: Probability = 0.06, Count = 1
60 -> println: Probability = 0.06, Count = 1
60 -> ;: Probability = 0.06, Count = 1
60 -> ): Probability = 0.12, Count = 2
60 -> *: Probability = 0.06, Count = 1
60 -> ]: Probability = 0.06, Count = 1
60 -> 0: Probability = 0.06, Count = 1
60 -> +: Probability = 0.12, Count = 2
rad_min -> (: Probability = 0.50, Count = 1
rad_min -> kakudo_sa: Probability = 0.50, Count = 1
rad -> ans: Probability = 0.33, Count = 1
rad -> .: Probability = 0.33, Count = 1
rad -> 0: Probability = 0.33, Count = 1
rad_hour -> 2: Probability = 0.33, Count = 1
rad_hour -> (: Probability = 0.33, Count = 1
rad_hour -> =: Probability = 0.33, Count = 1
12 -> kakudo_sa: Probability = 0.25, Count = 1
12 -> h: Probability = 0.25, Count = 1
12 -> .: Probability = 0.25, Count = 1
12 -> println: Probability = 0.25, Count = 1
11f -> *: Probability = 1.00, Count = 1
hour_theta -> .: Probability = 0.50, Count = 1
hour_theta -> ;: Probability = 0.50, Count = 1
minute_theta -> .: Probability = 0.25, Count = 1
minute_theta -> nextInt: Probability = 0.75, Count = 3
} -> dy: Probability = 0.25, Count = 1
} -> }: Probability = 0.25, Count = 1
} -> max: Probability = 0.25, Count = 1
} -> [: Probability = 0.25, Count = 1
numpy -> util: Probability = 0.67, Count = 2
numpy -> java: Probability = 0.33, Count = 1
np -> 0: Probability = 0.09, Count = 1
np -> thetaH: Probability = 0.09, Count = 1
np -> ): Probability = 0.18, Count = 2
np -> Math: Probability = 0.09, Count = 1
np -> =: Probability = 0.36, Count = 4
np -> readLine: Probability = 0.09, Count = 1
np -> pw: Probability = 0.09, Count = 1
360 -> 360: Probability = 0.33, Count = 1
360 -> thetaM: Probability = 0.33, Count = 1
360 -> aPosition: Probability = 0.33, Count = 1
lrad -> [: Probability = 0.20, Count = 1
lrad -> shortRad: Probability = 0.20, Count = 1
lrad -> 0: Probability = 0.20, Count = 1
lrad -> .: Probability = 0.20, Count = 1
lrad -> sc: Probability = 0.20, Count = 1
do -> bPosition: Probability = 1.00, Count = 1
srad -> shortRad: Probability = 0.33, Count = 1
srad -> sc: Probability = 0.33, Count = 1
srad -> 0: Probability = 0.33, Count = 1
30 -> /: Probability = 0.33, Count = 1
30 -> Scanner: Probability = 0.33, Count = 1
30 -> 12: Probability = 0.33, Count = 1
lambda -> (: Probability = 0.67, Count = 2
lambda -> else: Probability = 0.33, Count = 1
string -> String: Probability = 1.00, Count = 2
re -> io: Probability = 1.00, Count = 1
functools -> java: Probability = 1.00, Count = 1
DC -> 0: Probability = 1.00, Count = 1
copy -> io: Probability = 0.33, Count = 1
copy -> Map: Probability = 0.33, Count = 1
copy -> (: Probability = 0.33, Count = 1
max_n -> i: Probability = 0.33, Count = 1
max_n -> (: Probability = 0.33, Count = 1
max_n -> ]: Probability = 0.33, Count = 1
min_n -> perm: Probability = 0.17, Count = 1
min_n -> }: Probability = 0.17, Count = 1
min_n -> -: Probability = 0.17, Count = 1
min_n -> N: Probability = 0.17, Count = 1
min_n -> .: Probability = 0.17, Count = 1
min_n -> Integer: Probability = 0.17, Count = 1
cost_min -> }: Probability = 0.33, Count = 1
cost_min -> int: Probability = 0.33, Count = 1
cost_min -> seed: Probability = 0.33, Count = 1
mask -> =: Probability = 0.07, Count = 1
mask -> Arrays: Probability = 0.14, Count = 2
mask -> i: Probability = 0.07, Count = 1
mask -> out: Probability = 0.07, Count = 1
mask -> <: Probability = 0.07, Count = 1
mask -> [: Probability = 0.14, Count = 2
mask -> sc: Probability = 0.07, Count = 1
mask -> {: Probability = 0.07, Count = 1
mask -> ]: Probability = 0.07, Count = 1
mask -> +: Probability = 0.07, Count = 1
